anzsco_code,occupation_title,national_shortage_rating,nsw_rating,vic_rating,qld_rating,sa_rating,wa_rating,tas_rating,nt_rating,act_rating,skill_level,major_occupation_group,classification_system,major_group_code,major_group_label
721916,Streetsweeper Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,7,ANZSCO_2022,7,Machinery Operators and Drivers
721999,Mobile Plant Operators NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,7,ANZSCO_2022,7,Machinery Operators and Drivers
731111,Chauffeur,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,7,ANZSCO_2022,7,Machinery Operators and Drivers
731112,Taxi Driver,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,7,ANZSCO_2022,7,Machinery Operators and Drivers
731199,Automobile Drivers NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,7,ANZSCO_2022,7,Machinery Operators and Drivers
731211,Bus Driver,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4,7,ANZSCO_2022,7,Machinery Operators and Drivers
731212,Charter And Tour Bus Driver,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4,7,ANZSCO_2022,7,Machinery Operators and Drivers
731213,Passenger Coach Driver,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,7,ANZSCO_2022,7,Machinery Operators and Drivers
731311,Train Driver,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Shortage,4,7,ANZSCO_2022,7,Machinery Operators and Drivers
731312,Tram Driver,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,7,ANZSCO_2022,7,Machinery Operators and Drivers
732111,Delivery Driver,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,7,ANZSCO_2022,7,Machinery Operators and Drivers
733111,Truck Driver (General),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4,7,ANZSCO_2022,7,Machinery Operators and Drivers
733112,Aircraft Refueller,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,7,ANZSCO_2022,7,Machinery Operators and Drivers
733113,Furniture Removalist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,7,ANZSCO_2022,7,Machinery Operators and Drivers
733114,Tanker Driver,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,7,ANZSCO_2022,7,Machinery Operators and Drivers
733115,Tow Truck Driver,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,7,ANZSCO_2022,7,Machinery Operators and Drivers
741111,Storeperson,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,7,ANZSCO_2022,7,Machinery Operators and Drivers
811611,Carpet Cleaner,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,8,ANZSCO_2022,8,Labourers
821311,Fencer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,8,ANZSCO_2022,8,Labourers
821411,Building Insulation Installer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,8,ANZSCO_2022,8,Labourers
821412,Home Improvement Installer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,8,ANZSCO_2022,8,Labourers
821611,Railway Track Worker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4,8,ANZSCO_2022,8,Labourers
821711,Construction Rigger,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,8,ANZSCO_2022,8,Labourers
821712,Scaffolder,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4,8,ANZSCO_2022,8,Labourers
821713,Steel Fixer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4,8,ANZSCO_2022,8,Labourers
821714,Structural Steel Erector,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,Shortage,4,8,ANZSCO_2022,8,Labourers
821911,Crane Chaser,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,8,ANZSCO_2022,8,Labourers
831211,Meat Boner And Slicer,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,4,8,ANZSCO_2022,8,Labourers
831212,Slaughterer,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,4,8,ANZSCO_2022,8,Labourers
839311,Product Examiner,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,8,ANZSCO_2022,8,Labourers
839312,Product Grader,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,8,ANZSCO_2022,8,Labourers
839313,Product Tester,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,8,ANZSCO_2022,8,Labourers
842211,Cotton Farm Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,8,ANZSCO_2022,8,Labourers
842214,"Grain, Oilseed, Pulse And Pasture Farm Worker",No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,8,ANZSCO_2022,8,Labourers
842217,Sugar Cane Farm Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,8,ANZSCO_2022,8,Labourers
842222,Vineyard Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,8,ANZSCO_2022,8,Labourers
842311,Beef Cattle Farm Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,8,ANZSCO_2022,8,Labourers
842312,Cattle And Sheep Farm Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,8,ANZSCO_2022,8,Labourers
842313,Dairy Cattle Farm Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,8,ANZSCO_2022,8,Labourers
842314,Livestock Husbandry Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,8,ANZSCO_2022,8,Labourers
842315,Piggery Farm Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,8,ANZSCO_2022,8,Labourers
842316,Poultry Farm Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,8,ANZSCO_2022,8,Labourers
842317,Sheep Farm Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,8,ANZSCO_2022,8,Labourers
843111,Forestry Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,8,ANZSCO_2022,8,Labourers
843112,Logging Assistant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,8,ANZSCO_2022,8,Labourers
843113,Tree Faller,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,8,ANZSCO_2022,8,Labourers
843411,Pest Control Technician,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,8,ANZSCO_2022,8,Labourers
899211,Deck Hand,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4,8,ANZSCO_2022,8,Labourers
899212,Fishing Hand,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,8,ANZSCO_2022,8,Labourers
899411,Motor Vehicle Parts And Accessories Fitter (General),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4,8,ANZSCO_2022,8,Labourers
899412,Autoglazier,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4,8,ANZSCO_2022,8,Labourers
899413,Exhaust And Muffler Repairer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,8,ANZSCO_2022,8,Labourers
899414,Radiator Repairer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,8,ANZSCO_2022,8,Labourers
899415,Tyre Fitter,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,8,ANZSCO_2022,8,Labourers
899511,Printer's Assistant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,8,ANZSCO_2022,8,Labourers
899512,Printing Table Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,8,ANZSCO_2022,8,Labourers
111131,Corporate Services Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
111231,Finance Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
111331,Human Resources Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
111431,Policy And Planning Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
111531,Research And Development Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1,1,OSCA_2024,1,Managers
111631,Quality Assurance Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
111632,Regulatory Affairs Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
111633,Work Health And Safety Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
112131,Advertising Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
112132,Business Development Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
112133,Sales And Marketing Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
112231,Communications Manager (Public Relations),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
113131,Chief Information Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
113132,Chief Information Security Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
113231,ICT Operations Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
113232,ICT Project Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1,1,OSCA_2024,1,Managers
113233,ICT Service Delivery Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
113299,ICT Managers NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
121131,Chief Executive Or Managing Director,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
121231,Corporate General Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
131131,Construction Project Manager,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1,1,OSCA_2024,1,Managers
131231,Engineering Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
131331,Project Builder,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,1,1,OSCA_2024,1,Managers
131431,Property Developer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
131931,Surveying Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
131999,Construction And Engineering Managers NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
132131,Manufacturer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
132231,Forest Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
132232,Production Manager (Manufacturing),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
132233,Production Manager (Mining),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1,1,OSCA_2024,1,Managers
133131,Importer Or Exporter,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
133132,Wholesaler,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
133231,Procurement Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
133331,Supply And Distribution Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
141131,Assistant School Principal,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
141132,School Principal,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
141231,Children's Education And Care Service Director,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,1,1,OSCA_2024,1,Managers
141331,Aged Care Manager,No Shortage,No Shortage,No Shortage,No Shortage,Regional Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
141332,Director Of Nursing / Midwifery,No Shortage,No Shortage,No Shortage,No Shortage,Regional Shortage,Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
141333,Medical Administrator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
141334,Paramedic Manager,No Shortage,No Shortage,Regional Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1,1,OSCA_2024,1,Managers
141335,Welfare Centre Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
141399,Health And Welfare Service Managers NEC,No Shortage,No Shortage,Regional Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1,1,OSCA_2024,1,Managers
141431,Faculty Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
141432,Regional Education Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
141499,Education Managers NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
149131,Arts Administrator Or Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
149132,Library Services Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
149133,Sports Administrator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
149199,"Arts, Culture And Sports Administrators NEC",No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
149331,Environmental Manager,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
149332,Exploration Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
149333,Laboratory Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
149399,Scientific And Environmental Managers NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
149931,Airport Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
149932,Correctional Facility Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
149933,Emergency Management Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
149999,Specialist Managers NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
151131,Cotton Grower,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
151132,"Grain, Oilseed, Pulse Or Pasture Grower",No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
151133,Sugar Cane Grower,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
151199,Broadacre Crop Growers NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
151231,Flower Grower,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
151232,Fruit Grower,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
151233,Nut Grower,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
151234,Production Nursery Grower,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
151235,Turf Grower,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
151236,Vegetable Grower,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
151237,Wine Grape Grower,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
151299,Horticultural Crop Growers NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
151331,Aquaculture Farmer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
151332,Broadacre Crop And Livestock Farmer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
151399,Mixed Production And Aquaculture Farmers NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
152131,Beef Cattle Farmer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1,1,OSCA_2024,1,Managers
152231,Dairy Cattle Farmer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
152331,Mixed Cattle And Sheep Farmer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
152431,Sheep Farmer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
152931,Apiarist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
152932,Goat Farmer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
152933,Horse Breeder,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
152934,Pig Farmer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
152935,Poultry Farmer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
152999,Livestock Farmers NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,1,OSCA_2024,1,Managers
161131,Accommodation Service Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,2,1,OSCA_2024,1,Managers
161231,Cafe Or Restaurant Manager,No Shortage,No Shortage,No Shortage,No Shortage,Regional Shortage,No Shortage,Regional Shortage,Shortage,Shortage,2,1,OSCA_2024,1,Managers
161232,Catering Manager,No Shortage,No Shortage,No Shortage,No Shortage,Regional Shortage,No Shortage,Regional Shortage,Shortage,Shortage,2,1,OSCA_2024,1,Managers
161331,Amusement Centre Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,1,OSCA_2024,1,Managers
161332,Betting Agency Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,1,OSCA_2024,1,Managers
161333,Cinema Or Theatre Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,1,OSCA_2024,1,Managers
161334,Fitness Centre Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,1,OSCA_2024,1,Managers
161335,Sports Centre Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,1,OSCA_2024,1,Managers
161399,"Entertainment, Fitness And Sports Venue Managers NEC",No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,1,OSCA_2024,1,Managers
161431,Hotel Or Motel Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,1,OSCA_2024,1,Managers
161531,Licensed Club Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,1,OSCA_2024,1,Managers
161631,Senior Chef,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Shortage,Shortage,2,1,OSCA_2024,1,Managers
161931,Caravan Park And Camping Ground Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,1,OSCA_2024,1,Managers
161932,Hosted Accommodation Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,1,OSCA_2024,1,Managers
161933,Travel Agency Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,1,OSCA_2024,1,Managers
161999,"Hospitality, Tourism And Venue Managers NEC",No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,1,OSCA_2024,1,Managers
162131,Retail Manager (General),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Regional Shortage,Regional Shortage,No Shortage,2,1,OSCA_2024,1,Managers
162132,Antique Dealer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,1,OSCA_2024,1,Managers
162133,Post Office Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,1,OSCA_2024,1,Managers
171131,Financial Institution Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,1,OSCA_2024,1,Managers
